Geracao 0:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 215:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 216:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 217:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 218:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 219:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 220:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 221:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 222:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 223:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 224:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 225:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 226:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 227:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 228:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 229:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 230:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 231:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 232:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 233:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 234:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 235:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 236:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 237:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 238:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 239:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 240:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 241:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 242:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 243:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 244:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 245:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 246:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 247:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 248:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 249:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 250:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 251:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 252:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 253:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 254:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 255:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 256:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 257:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 258:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 259:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 260:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 261:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.515, 10.389) erro: 12.4515

Geracao 262:
